DOI,file_name,Study,Question,Column,Answer,OG_answer,Accurate?,Comments
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,"What is the environment focused on in the study? Acceptable answers are: Freshwater, Marine, Not reported.",Environment,The study is focused on the marine environment.[next_chunk]Marine.[next_chunk]Marine.[next_chunk]Marine.[next_chunk]Not reported.,Marine,Yes,
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,"What is the life stage of the organism being studied? Acceptable answers are: Adult, Early, Juvenile  Not Reported.",Life.Stage,Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]The life stage of the organism being studied was not reported in the manuscript.,Adult,No,
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,"Is this an in vivo study or an in vitro study? Acceptable answers are: In Vivo, In Vitro, Not Reported.",In vitro/in vivo,In Vivo.[next_chunk]In Vivo.[next_chunk]In Vivo.[next_chunk]In Vivo.[next_chunk]The information provided in the excerpt is insufficient to determine whether the study is in vivo or in vitro.,In Vivo,Yes,
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,"Is the organism being studied a male or female? Acceptable answers are: Male, Female, Not Reported.",Sex,Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]This question is not relevant to the topic of microplastic toxicity and is not included in the manuscript.,,Yes,
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,What is the estimated body length of the organism being studied? Provide the length and units or answer Not Reported.,Estimated Body Length (cm),Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.,15,No,
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,What is the maximum size of an object that could be ingested by the organism being studied? Provide length and units or answer Not Reported.,Estimated Maximum Ingestible Size (mm),Not Reported.[next_chunk]Not reported.[next_chunk]Not Reported.[next_chunk]Not reported.[next_chunk]Not Reported.,9.518901768,No,
10.1016/j.envpol.2014.12.021,Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Avio et al. - 2015 - Pollutants bioavailability and toxicological risk .txt,"How are plastics introduced to the organism being studied? Acceptable answers are: Water, Food, Sediment, Dermal, Drinking Water, Food, Gavage, Inhalation, Intracheal Instillation, IV Injection, Not Reported.   ",Exposure Route,"The manuscript states that microplastics are ingested by marine organisms with different feeding strategies, including filter-feeding mussels. The microplastics used in the study were exposed to pyrene in seawater, and then the contaminated microplastics[next_chunk]The manuscript states that microplastics were introduced to the organism being studied (Mytilus galloprovincialis) through seawater. It is not specified whether the microplastics were ingested or absorbed through the gills.[next_chunk]The manuscript states that the organism being studied, mussels, were exposed to microplastics containing adsorbed pyrene at concentrations of 200-260 ng g-1. The microplastics were introduced to the mussels through water.[next_chunk]The manuscript does not provide a clear answer to this question. However, it can be inferred that the mussels were exposed to microplastics through water or food, as the study focused on the effects of microplastics on digestive glands and immune[next_chunk]The microplastics used in this study were introduced to the organism through ingestion of contaminated food. The food was prepared by mixing a known amount of microplastics with the organism's regular diet. The microplastics used in this study were obtained",water,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","What is the organism group focused on in the study? Acceptable answers are: Algae, Annelida, Bacteria, Cnidaria, Crustacea, Echinodermata, Fish, Insect, Mollusca, Nematoda, Plant, Rotifera, Not Reported.",Organism Group,"Fish (specifically, the European seabass, Dicentrarchus labrax) are the organism group focused on in the study.[next_chunk]Fish.[next_chunk]NULL[next_chunk]Fish.[next_chunk]Not reported.",Fish,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",Were organisms involved in this study only exposed to leachate derived from plastics and nonplastics? Acceptable answers are: Yes or No.,Leachate,"The information provided in the excerpt does not specify whether the organisms involved in the study were only exposed to leachate derived from plastics and nonplastics.[next_chunk]The manuscript does not provide a clear answer to this question. It describes the preparation of microplastics and mercury stock solutions in seawater, but it is unclear whether the organisms were exposed to leachate derived from plastics and nonplastics.[next_chunk]NULL[next_chunk]The information provided in the excerpt does not allow for a clear answer to this question.[next_chunk]Answer: Yes.",,,Not in old
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",Were organisms involved in this study exposed to a mixture of plastics simultaneously? Acceptable answers are: Yes or No.,Mix,"Yes.[next_chunk]Yes.[next_chunk]NULL[next_chunk]Yes.[next_chunk]Yes, the organisms in this study were exposed to a mixture of plastics simultaneously.",,,Not in old
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",Was the study performed in the lab or in the field as a mesocosm experiment? Acceptable answers are Mesocosm or Lab.,Study Type,Lab.[next_chunk]Mesocosm.[next_chunk]NULL[next_chunk]The manuscript does not provide a clear answer to this question.[next_chunk]Lab.,,,Not in old
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","Was a negative control, i.e. treatment without plastic particles or leachate used? Acceptable answers are Yes or No. ",Negative Control,"Yes.[next_chunk]The manuscript does not provide a clear answer to this question.[next_chunk]NULL[next_chunk]The manuscript does not provide a clear answer to this question.[next_chunk]Yes, a negative control was used in this study. The negative control group was treated with the same conditions as the experimental groups, but without the addition of plastic particles or leachate.",Y,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",Was a particle besides plastic tested in one of the treatments (e.g. kaolin)? Acceptable answers are Yes or No.,Reference Particle,No.[next_chunk]The manuscript does not provide information on whether a particle besides plastic was tested in one of the treatments.[next_chunk]NULL[next_chunk]The manuscript does not provide information on whether a particle besides plastic was tested in one of the treatments.[next_chunk]No.,N,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test media was used in the exposure? Provide the name of the media or state Not Reported.,Exposure Media,The test media used in the exposure was not reported in the excerpt.[next_chunk]The test media used in the exposure was not reported in the excerpt.[next_chunk]NULL[next_chunk]The test media used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.,Not Reported,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test solvent was used in the exposure? Provide the name of the solvent or state Not Reported.,Exposure Solvent,Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]The name of the solvent used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.,Not Reported,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test detergent was used in the exposure? Provide the name of the detergent or state Not Reported.,Exposure Detergent,Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not reported.[next_chunk]Not Reported.,Not Reported,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test ph of the media was used in the exposure? Provide the name of the ph or state Not Reported.,Exposure Media pH,"The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]NULL[next_chunk]The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]As per the manuscript, the test pH of the media used in the exposure was not reported.",8.2,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test salinity was used in the exposure? Provide the salinity or state Not Reported.,Exposure Media Salinity,Not Reported.[next_chunk]The salinity used in the exposure was not reported in the excerpt.[next_chunk]NULL[next_chunk]The salinity used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.,34,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","What is the species focused on in the study? Acceptable answers are the scientific species name or """"Not reported"""".",Species,"The species focused on in the study is the European seabass, Dicentrarchus labrax.[next_chunk]The species focused on in the study is not reported.[next_chunk]NULL[next_chunk]The species focused on in the study is Dicentrarchus labrax (European seabass).[next_chunk]Not reported.",Dicentrarchus labrax,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test tempurature was used pu the exposure? Provide the tempurature or state Not Reported.,Exposure Media Tempurature,The test temperature used for the exposure was not reported in the excerpt.[next_chunk]The test temperature used in the exposure was not reported in the excerpt.[next_chunk]NULL[next_chunk]The test temperature used for the exposure was not reported in the excerpt.[next_chunk]The test temperature used for the exposure was not reported in the manuscript.,18,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What test duration was used at the exposure? Provide the duration or state Not Reported.,Exposure Duration,The test duration used at the exposure was not reported in the excerpt.[next_chunk]The test duration used at the exposure was not reported in the excerpt.[next_chunk]NULL[next_chunk]The duration of the exposure test was not reported in the excerpt.[next_chunk]Not Reported.,4,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",Was the exposure chronic or acute? Acceptable answers are Chronic or Acute.,Acute/Chronic,"The exposure was acute, as the study investigated short-term (96 h) toxic effects of microplastics and mercury on juvenile European seabass.[next_chunk]The manuscript does not provide a clear answer to whether the exposure was chronic or acute.[next_chunk]NULL[next_chunk]The manuscript does not provide clear information on whether the exposure was chronic or acute.[next_chunk]The exposure in our study was chronic, as the microplastic particles were continuously present in the aquatic environment for a period of 30 days.",Acute,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",How many treatment groups or doses were used for a given condition? Provide the number of groups.,Treatment Groups,"There were a total of 8 treatment groups: 1 control (water only), 1 treatment containing a low microplastics concentration (mps-l: 0.25 mg/l), 1 treatment containing a high microplastics concentration ([next_chunk]There were 9 treatment groups used in the study.[next_chunk]NULL[next_chunk]The number of treatment groups or doses used for a given condition is not explicitly stated in the excerpt.[next_chunk]The number of treatment groups or doses used for a given condition varied depending on the specific experiment. However, all experiments included at least one control group and one or more treatment groups. The number of treatment groups ranged from 2 to 5,",2,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",How many times was the experiment replicated? Provide the number of times.,Replicates,The manuscript does not provide information on the number of times the experiment was replicated.[next_chunk]The manuscript does not provide information on the number of times the experiment was replicated.[next_chunk]NULL[next_chunk]The manuscript does not provide information on the number of times the experiment was replicated.[next_chunk]The number of times the experiment was replicated is not provided in this excerpt.,9,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",How large was the sample size per replicate? Report the size.,Sample Size,"The manuscript does not provide information on the sample size per replicate.[next_chunk]The sample size per treatment was 9 fish.[next_chunk]NULL[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]Unfortunately, the provided excerpt does not contain information on the sample size per replicate. Please provide more context or information from the manuscript for me to accurately answer this question.",1,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",How frequent were doses administered to the test organisms?,Dosing Frequency,The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The excerpt does not provide information on the frequency of doses administered to the test organisms.[next_chunk]NULL[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The doses of microplastics were administered to the test organisms on a daily basis for a period of 21 days. The concentration of microplastics used in the study was determined based on previous literature and preliminary experiments to ensure that it was within,1,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What was the dose administered to the organism? Provide the dose.,Dose,"The manuscript mentions the concentrations of microplastics and mercury used in the study, which were 0.26 and 0.69 mg/l for microplastics and 0.010 and 0.016 mg/l for mercury. These[next_chunk]The dose administered to the organism was not explicitly stated in the excerpt. However, it can be inferred that the organism was exposed to different concentrations of microplastics and/or mercury, ranging from low to high concentrations, as indicated in the experimental design[next_chunk]NULL[next_chunk]The dose administered to the organism is not explicitly stated in the excerpt.[next_chunk]The dose administered to the organism was 10 mg/L of microplastics in the exposure medium.",,,Not in old
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What were the units of the dose given to the organism? Provide the units.,Dose Units,The units of the dose given to the organism were mg/L (milligrams per liter).[next_chunk]The units of the dose given to the organism were not specified in the excerpt.[next_chunk]NULL[next_chunk]The manuscript does not provide information on the units of the dose given to the organism.[next_chunk]The units of the dose given to the organism were milligrams per kilogram of body weight (mg/kg).,,,Not in old
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What chemicals were initially sorbed to the particles prior to exposures if any? Provide the chemical name or Not Reported.,Chemical Addition,Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not reported.[next_chunk]Not Reported.,mercury,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","What is the environment focused on in the study? Acceptable answers are: Freshwater, Marine, Not reported.",Environment,The study focuses on the marine environment.[next_chunk]Marine.[next_chunk]NULL[next_chunk]Marine.[next_chunk]Not reported.,Marine,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","What is the life stage of the organism being studied? Acceptable answers are: Adult, Early, Juvenile  Not Reported.",Life.Stage,Juvenile European seabass (Dicentrarchus labrax) were studied.[next_chunk]Juvenile.[next_chunk]NULL[next_chunk]The organism being studied is the juvenile European seabass (Dicentrarchus labrax).[next_chunk]The life stage of the organism being studied was not reported in the manuscript.,Juvenile,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","Is this an in vivo study or an in vitro study? Acceptable answers are: In Vivo, In Vitro, Not Reported.",In vitro/in vivo,In Vivo[next_chunk]In Vivo[next_chunk]NULL[next_chunk]In Vivo[next_chunk]The information provided in the excerpt is insufficient to determine whether the study is in vivo or in vitro.,In Vivo,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","Is the organism being studied a male or female? Acceptable answers are: Male, Female, Not Reported.",Sex,The manuscript does not report the sex of the organism being studied.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]The manuscript does not provide information on the sex of the organism being studied.[next_chunk]This question is not relevant to the content of the manuscript and cannot be answered based on the given excerpt.,,Yes,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What is the estimated body length of the organism being studied? Provide the length and units or answer Not Reported.,Estimated Body Length (cm),Not Reported.[next_chunk]Not Reported.[next_chunk]NULL[next_chunk]Not Reported.[next_chunk]Not Reported.,50,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt",What is the maximum size of an object that could be ingested by the organism being studied? Provide length and units or answer Not Reported.,Estimated Maximum Ingestible Size (mm),Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not reported.[next_chunk]Not Reported.,29.30946432,No,
10.1016/j.aquatox.2017.12.008,"Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.pdf","C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics cause neurotoxicity, oxidative damag.txt","How are plastics introduced to the organism being studied? Acceptable answers are: Water, Food, Sediment, Dermal, Drinking Water, Food, Gavage, Inhalation, Intracheal Instillation, IV Injection, Not Reported.   ",Exposure Route,"The manuscript states that microplastics can be ingested by different types of organisms, including the European seabass, which was used as the model species in the study. The microplastics were introduced through the water in which the fish were exposed[next_chunk]The excerpt does not provide a clear answer to this question. However, it can be inferred that the microplastics were introduced to the organism through water, as the bioassay was conducted in glass beakers filled with water containing the micropl[next_chunk]NULL[next_chunk]The manuscript reports that microplastics were introduced to the organism being studied (juvenile European seabass) through water.[next_chunk]The plastics used in this study were introduced to the organism through ingestion of contaminated food. The microplastics were added to the food at a concentration of 10 particles per gram of food. The food was then fed to the organisms for a period",water,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"What is the organism group focused on in the study? Acceptable answers are: Algae, Annelida, Bacteria, Cnidaria, Crustacea, Echinodermata, Fish, Insect, Mollusca, Nematoda, Plant, Rotifera, Not Reported.",Organism Group,Fish (specifically Dicentrarchus labrax juveniles) are the organism group focused on in the study.[next_chunk]Fish.[next_chunk]NULL[next_chunk]Not reported.,Fish,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,Were organisms involved in this study only exposed to leachate derived from plastics and nonplastics? Acceptable answers are: Yes or No.,Leachate,"The manuscript does not provide information on whether the organisms involved in the study were exposed to leachate derived from plastics and nonplastics.[next_chunk]No. The organisms were exposed to microplastics and mercury, both of which are environmental contaminants.[next_chunk]NULL[next_chunk]Answer: Yes.",,,Not in old
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,Were organisms involved in this study exposed to a mixture of plastics simultaneously? Acceptable answers are: Yes or No.,Mix,"Yes.[next_chunk]Yes.[next_chunk]NULL[next_chunk]Yes, the organisms in this study were exposed to a mixture of plastics simultaneously.",,,Not in old
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,Was the study performed in the lab or in the field as a mesocosm experiment? Acceptable answers are Mesocosm or Lab.,Study Type,The manuscript does not explicitly state whether the study was performed in the lab or in the field as a mesocosm experiment.[next_chunk]Lab.[next_chunk]NULL[next_chunk]Lab.,,,Not in old
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"Was a negative control, i.e. treatment without plastic particles or leachate used? Acceptable answers are Yes or No. ",Negative Control,"The manuscript does not provide information on whether a negative control was used.[next_chunk]The manuscript does not provide information on whether a negative control was used.[next_chunk]NULL[next_chunk]Yes, a negative control was used in this study.",Y,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,Was a particle besides plastic tested in one of the treatments (e.g. kaolin)? Acceptable answers are Yes or No.,Reference Particle,"The manuscript does not mention any other particle besides plastic being tested in the treatments. Therefore, the answer is No.[next_chunk]No.[next_chunk]NULL[next_chunk]No.",N,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test media was used in the exposure? Provide the name of the media or state Not Reported.,Exposure Media,The test media used in the exposure was not reported in the excerpt.[next_chunk]The name of the test media used in the exposure was not reported in the excerpt.[next_chunk]NULL[next_chunk]Not Reported.,,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test solvent was used in the exposure? Provide the name of the solvent or state Not Reported.,Exposure Solvent,Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not Reported.,,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test detergent was used in the exposure? Provide the name of the detergent or state Not Reported.,Exposure Detergent,The manuscript does not report the use of any detergent in the exposure.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not Reported.,,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test ph of the media was used in the exposure? Provide the name of the ph or state Not Reported.,Exposure Media pH,"The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.[next_chunk]NULL[next_chunk]As per the manuscript, the test pH of the media used in the exposure was not reported.",8.2,No,
